title,score,developer,publisher
Alex Rider: Stormbreaker,,Altron,THQ
Alice in Wonderland (2010),,Etranges Libellules,Disney Interactive Studios
Aliens in the Attic,,Engine Software,Playlogic
Alt-Play: Jason Rohrer Anthology,,Sabarasa Entertainment,Sabarasa Entertainment
AMF Bowling Pinbusters!,,4J Studios,Vir2L Studios
Amoebattle,,Grab Games,Grab Games
Animal Paradise,,Empire Interactive,Empire Interactive
"Animaniacs: Lights, Camera, Action!",,Warthog,Ignition Entertainment
Antipole (2011),,Saturnine Games,Saturnine Games
Arctic Tale,,Atomic Planet Entertainment,DSI Games
Arkanoid DS,,Taito Corporation,Square Enix
Army Men: Soldiers of Misfortune,,Big Blue Entertainment,Zoo Digital Publishing
Art Academy,,Headstrong Games,Nintendo
Art Style: BASE 10,,Skip Ltd.,Nintendo
Art Style: DIGIDRIVE,,Q-Games,Nintendo
Art Style: ZENGAGE,,Nintendo,Nintendo
Arthur and the Invisibles,,Etranges Libellules,Atari SA
Asphalt 4: Elite Racing,,Gameloft,Gameloft
Asphalt: Urban GT 2,,Virtuos,Ubisoft
Astro Boy: The Video Game,,High Voltage Software,D3Publisher
ATV Quad Frenzy,,Skyworks Technologies,Majesco
ATV Quad Kings,,Beyond Reality,Zoo Games
Avalon Code,,Matrix Software,XSEED Games
Avatar: The Last Airbender,,AWE Games,THQ
Avatar: The Last Airbender - Into the Inferno,,THQ Studio Australia,THQ
Away: Shuffle Dungeon,,Artoon,Majesco
B-17: Fortress in the Sky,,Skyworks Technologies,DSI Games
Back at the Barnyard: Slop Bucket Games,,THQ,THQ
Balls of Fury,,Black Lantern Studios,DSI Games
Battles of Prince of Persia,,Ubisoft Montreal,Ubisoft
Battleship / Connect Four / Sorry! / Trouble,,Gravity-I,DSI Games
Bejeweled 3,,PopCap,PopCap
Bejeweled Twist,,PopCap,PopCap
Ben 10: Protector of Earth,,High Voltage Software,D3Publisher
Bermuda Triangle: Saving the Coral,,Storm City Games,Storm City Games
Best of Tests DS,,Otaboo,Conspiracy Entertainment
Beyblade: Metal Fusion,,Hudson Soft,Hudson Entertainment
Bigfoot: Collision Course,,Destination Software,Zoo Digital Publishing
Bird & Beans,,Nintendo,Nintendo
Black Sigil: Blade of the Exiled,,Studio Archcraft,Graffiti Entertainment
Blood Bowl,,Cyanide,Focus Home Interactive
Blue Dragon: Awakened Shadow,,Tri-Crescendo,D3Publisher
Blue Dragon Plus,,Brownie Brown,Ignition Entertainment
Boing! Docomodake DS,,Suzak,Ignition Entertainment
Disney Bolt,,Avalanche Software,Disney Interactive Studios
Bomberman (2005),,Racjin,Ubisoft
Bomberman Land Touch!,,Hudson,Atlus
Boogie,,EA Montreal,Electronic Arts
Bookworm,,PopCap,PopCap
Brain Age Express: Math,,Nintendo,Nintendo
Brain Assist,,Japan Art Media (JAM),Sega
Brain Boost: Beta Wave,,HuneX,Majesco
Brain Boost: Gamma Wave,,HuneX,Majesco
Brain Buster: Puzzle Pak,,Suzak,Agetec
Brain Challenge,,Gameloft,Microsoft Game Studios
Brain Voyage,,Razorback Developments,Eidos Interactive
Bratz: Super Babyz,,Creat Studios,THQ
Break 'Em All,,Warashi,D3Publisher
Bubble Bobble Double Shot,,Marvelous Entertainment,Ignition Entertainment
Bubble Bobble Revolution,,Taito Corporation,Codemasters
Bugs'N'Balls,,EnjoyUp Games,EnjoyUp Games
Build-A-Bear Workshop: A Friend Fur All Seasons,,Neko Entertainment,The Game Factory
C.O.R.E.,,NoWay Studio,Graffiti Entertainment
Cake Mania,,Digital Embryo,Majesco
Cake Mania 2: Jill's Next Adventure!,,Digital Embryo,Majesco
Camping Mama: Outdoor Adventures,,Racjin,Majesco
Captain America: Super Soldier,,Next Level Games,Sega
Car Jack Streets,,Tag Games,Tag Games
Disney/Pixar Cars 2,,Avalanche Software,Disney Interactive Studios
Cartoon Network Racing,,Firebrand Games,The Game Factory
Castlevania: Order of Ecclesia,,Konami,Konami
Cate West: The Vanishing Files,,Destineer,Destineer
Cave Story,,Nicalis,Nicalis
Challenge Me: Brain Puzzles,,Oxygen Interactive,Oxygen Interactive
Challenge Me: Math Workout,,Oxygen Interactive,O-Games
Charlotte's Web,,Backbone Entertainment,Sega
Chicken Hunter,,Phenomedia,MumboJumbo
Chronicles of Mystery: Curse of the Ancient Temple,,City Interactive,City Interactive
Chronicles of Mystery: The Secret Tree of Life,,City Interactive,City Interactive
Chrono Trigger,,TOSE,Square Enix
Chronos Twins,,EnjoyUp Games,EnjoyUp Games
Clash of Elementalists,,Teyon,Teyon
Classic Action: Devilish,,Starfish SD,UFO Interactive
Club Penguin: Elite Penguin Force,,1st Playable Productions,Disney Interactive Studios
Disney Club Penguin: Elite Penguin Force - Herbert's Revenge,,1st Playable Productions,Disney Interactive Studios
Code Lyoko,,DC Studios,The Game Factory
Code Lyoko: Fall of X.A.N.A.,,The Game Factory,The Game Factory
Color Cross,,Rising Star Games,Zoo Games
Commando: Steel Disaster,,Mana Comp. Soft.,XS Games
Cookie & Cream,,Hi Corp,Agetec
Cosmos X2,,Saturnine Games,Saturnine Games
Cradle of Rome,,Cerasus Media,D3Publisher
Crash: Mind Over Mutant,,Radical Entertainment,Activision
Crayola Treasure Adventures,,DC Studios,Crave
Crazy Golf,,Cranberry Production,DTP Entertainment
Crazy Hamster,,Teyon,Gamelion Studios
Crime Lab: Body of Evidence,,City Interactive,City Interactive
Crime Scene (2009),,White Birds Productions,SouthPeak Games
Crystal Adventure,,CIRCLE Entertainment,CIRCLE Entertainment
Dairojo! Samurai Defenders,,Abylight,Abylight
Nickelodeon Danny Phantom: Urban Jungle,,Altron,THQ
Dawn of Heroes,,Wicked Studios,Majesco
Death Jr. and the Science Fair of Doom,,Foundation 9 Entertainment,Konami
Deca Sports,,CAProduction,Konami
Deep Labyrinth,,Interactive Brains,Atlus
Despicable Me: The Game - Minion Mayhem,,WayForward,D3Publisher
Dig Dug: Digging Strike,,Bullets,Namco
Diner Dash,,Climax Studios,Eidos Interactive
Dino Master,,Creative Office,Majesco
DiRT 2,,Codemasters,Codemasters
Disney Cory in the House,,Handheld Games,Disney Interactive Studios
Disney Hannah Montana: Music Jam,,Gorilla Games,Disney Interactive Studios
Disney/Pixar Cars Mater-National Championship,,Rainbow Studios,THQ
Disney/Pixar Ratatouille: Food Frenzy,,Helixe,THQ
Disney/Pixar The Incredibles: Rise of the Underminer,,Heavy Iron Studios,THQ
Disney Presents a Pixar Film Finding Nemo: Escape to the Big Blue,,Altron,THQ
Disney*Pixar WALL-E (2008),,Helixe,THQ
Disney's Chicken Little: Ace in Action,,DC Studios,Buena Vista Games
Disney's Herbie: Rescue Rally,,Climax Studios,Buena Vista Games
Disney's Kim Possible: Kimmunicator,,Artificial Mind and Movement,Buena Vista Games
Disney's Meet the Robinsons (Nintendo DS),,Altron,Buena Vista Games
Disney's TRON: Evolution,,Propaganda Games,Disney Interactive Studios
Divergent Shift,,Intrinsic Games,Konami
DJ Star,,Game Life,Deep Silver
DodoGo!,,Alien After All,Neko Entertainment
DodoGo! Robo,,Alien After All,Neko Entertainment
Dokapon Journey,,Suzak,Atlus
Don King Boxing,,2K Shanghai,2K Sports
Dora the Explorer: Dora Saves the Mermaids,,Black Lantern Studios,2K Play
Double Sequence: The Q-Virus Invasion,,Next Wave Team,DSI Games
Dracula: Undead Awakening,,Chillingo,Chillingo
Draglade,,Dimps Corporation,Atlus
Dragon Ball: Origins 2,,Game Republic,Namco Bandai Games
Dragon Ball Z: Harukanaru Densetsu,,Bec,Atari SA
Dragon Booster,,Konami Computer Entertainment Hawaii,Konami
Dragonology,,Razorback Developments,Codemasters
Dragon's Lair,,Digital Leisure,Digital Leisure
Nickelodeon Drake & Josh: Talent Showdown,,Artificial Mind and Movement,THQ
DreamWorks How to Train Your Dragon,,Etranges Libellules,Activision
DreamWorks Kung Fu Panda 2,,THQ,THQ
DreamWorks Monsters vs. Aliens,,Beenox,Activision
DreamWorks Shrek: Ogres and Dronkeys,,WayForward,Activision
Drift Street International,,Tantalus,Tantalus
Drone Tactics,,Success,Atlus
DropCast,,Mikoishi,THQ
Ducati Moto,,4J Studios,Vir2L Studios
Dungeon Explorer: Warriors of Ancient Arts,,Hudson Soft,Hudson Entertainment
Dynasty Warriors DS: Fighter's Battle,,Studio Fake,Koei
GO Series: Earth Saver,,Tom Create,Gamebridge
Easy Piano,,Game Life,Valcon Games
Eco-Creatures: Save the Forest,,Headlock,Majesco
El Tigre: The Adventures of Manny Rivera (2007),,THQ,THQ
Elebits: The Adventures of Kai and Zero,,Konami,Konami
Electroplankton,,indieszero,Nintendo
Elite Forces: Unit 77,,Gammick Entertainment,Deep Silver
Escape the Virus: Swarm Survival,,Fun Unit Inc,Teyon
Escape Trick: Convenience Store,,D3Publisher,Intense
F24: Stealth Fighter,,Skyworks Technologies,Majesco
Faceez,,Neko Entertainment,Neko Entertainment
Fantastic Four: Rise of the Silver Surfer,,Visual Concepts,2K Games
Ferrari Challenge Trofeo Pirelli,,Eutechnyx,Activision
Ferrari GT: Evolution,,Gameloft,Gameloft
FIFA Soccer 11,,EA Sports,Electronic Arts
FIFA Street 2,,EA Canada,EA Sports Big
FIFA Street 3,,EA Canada,EA Sports
Fire Panic,,Yullaby,Playtainment
Fish Tycoon,,Big Fish Games,Majesco
Flametail,,Mindware,Nintendo
Flash Focus: Vision Training in Minutes a Day,,Namco Bandai Games,Nintendo
Flight Control,,Firemint Pty Ltd,Firemint Pty Ltd
Flipper 2: Flush the Goldfish,,Goodbye Galaxy Games,Engine Software
Flipper (2010),,Goodbye Galaxy Games,Xform
Flipper Critters,,Zen Studios,Ignition Entertainment
Ford Racing 3,,Razorworks,2K Games
Fossil League: Dino Tournament Championship,,MTO,D3Publisher
Foto Frenzy: Spot the Difference,,Sanuk Games,Storm City Games
Freedom Wings,,Beluga Computer,Natsume
Frenzic,,Two Tribes,Two Tribes
Frogger Helmet Chaos,,Konami Computer Entertainment Hawaii,Konami
From the Abyss,,Sonic Powered,Aksys Games
Fullmetal Alchemist: Trading Card Game,,Magellan Interactive,Destineer
Furry Legends,,Gamelion Studios,Gamelion Studios
G.I. Joe: The Rise of Cobra,,Double Helix Games,Electronic Arts
Gardening Mama,,Office Create,Majesco
Garfield: A Tail of Two Kitties,,Two Tribes,The Game Factory
George of the Jungle and the Search for the Secret,,Crave,Crave
Ghostbusters: The Video Game,,Terminal Reality,Atari SA
Giana Sisters,,bad monkee,bad monkee
Globulos Party,,GlobZ,GlobZ
Glory Days: Tactical Defense,,odenis studio,odenis studio
"Go, Diego, Go!: Safari Rescue",,Black Lantern Studios,2K Play
Go! Go! Kokopolo,,Tanukii Studios,Room 4 Games Limited
GoldenEye: Rogue Agent,,EA LA,EA Games
Greg Hastings' Tournament Paintball Max'd,,WXP,Activision
GRID (2008),,Codemasters,Codemasters
Guinness World Records: The Videogame,,TT Fusion,Warner Bros. Interactive Entertainment
Guitar Hero On Tour: Modern Hits,,Activision,Activision
Guitar Rock Tour,,Ubisoft,Ubisoft
Gunpey DS,,Q Entertainment,Namco Bandai Games
Halloween: Trick or Treat,,Microvalue,Virtual Playground
Hands On! Tangrams,,Island Officials,Storm City Games
"Harry Potter and the Deathly Hallows, Part 1",,EA Bright Light,Electronic Arts
"Harry Potter and the Deathly Hallows, Part 2",,EA Bright Light,Electronic Arts
Harry Potter and the Half-Blood Prince,,EA Bright Light,EA Games
Harvest Moon DS: Island of Happiness,,TOSE,Natsume
Hasbro Family Game Night,,EA Bright Light,Electronic Arts
Hello Flowerz,,Enjoy Gaming,Enjoy Gaming
Hell's Kitchen,,Ludia Inc.,Ubisoft
Hero's Saga Laevatein Tactics,,GungHo,Aksys Games
Hi Hi Puffy AmiYumi: The Genie & the Amp,,Sensory Sweep,D3Publisher
Disney High School Musical 2: Work This Out!,,Artificial Mind and Movement,Disney Interactive Studios
High School Musical: Sing It!,,Artificial Mind and Movement,Disney Interactive Studios
History Great Empires: Rome,,Slitherine,Valcon Games
Honeycomb Beat,,Hudson,Hudson
Horse Life,,Neko Entertainment,D3Publisher
Hurry Up Hedgehog!,,Ivolgamus,Oxygen Interactive
Hysteria Hospital: Emergency Ward,,Gameinvest,O-Games
I Spy Fun House,,Big Blue Bubble Inc.,"Scholastic, Inc."
iCarly,,Blitz Games,Activision
Ice Age: Dawn Of The Dinosaurs,,Activision,Activision
Igor the Game (2008),,Artefacts Studio,SouthPeak Games
Impossible Mission,,System 3,Codemasters
Indiana Jones and the Staff of Kings,,Artificial Mind and Movement,LucasArts
Indianapolis 500 Legends,,Torus Games,Destineer
Infinite Space,,PlatinumGames,Sega
Inkheart,,DreamCatcher Interactive,DreamCatcher Interactive
Insecticide: Episode 1,,Creat Studios,Gamecock Media Group
Iron Man 2,,Sega Studios San Francisco,Sega
Ivy the Kiwi?,,Prope,XSEED Games
Jackass the Game,,Sidhe Interactive,Red Mile Entertainment
Jake Hunter: Detective Chronicles,,WorkJam,Aksys Games
Jake Hunter: Memories of the Past,,WorkJam,Aksys Games
Jam Sessions,,Plato,Ubisoft
Jam Sessions 2,,Plato,Ubisoft
James Patterson Women's Murder Club: Games of Passion,,THQ,THQ
Jenga World Tour,,Atomic Planet Entertainment,Atari SA
Jewel Master: Cradle of Egypt 2,,Cerasus Media,Rising Star Games
Jewel Master: Egypt,,Cerasus Media,Storm City Games
Jewel Quest: Expeditions,,Elephant Games,Activision Value
John Deere: Harvest in the Heartland,,Black Lantern Studios,Destineer
Jonas,,Altron,Disney Interactive Studios
Journey to the Center of the Earth,,Human Soft,THQ
Juiced 2: Hot Import Nights,,Juice Games,THQ
Justice League Heroes,,Snowblind Studios,Warner Bros. Interactive Entertainment
Knights in the Nightmare,,Sting,Atlus
Konami Classics Series: Arcade Hits,,M2,Konami
Konductra,,oeFun,O3 Entertainment
DreamWorks Kung Fu Panda: Legendary Warriors,,Artificial Mind and Movement,Activision
Left Brain Right Brain,,Japan Art Media (JAM),Majesco
Left Brain Right Brain 2,,Kokolo Corporation,Majesco
Legend of the Guardians: The Owls of Ga'Hoole,,Krome Studios,Warner Bros. Interactive Entertainment
Legends of Exidia,,Gameloft,Gameloft
LEGO Batman: The Videogame,,Traveller's Tales,Warner Bros. Interactive Entertainment
LEGO Marvel Super Heroes: Universe in Peril,,TT Games,Warner Bros. Interactive Entertainment
LEGO Pirates of the Caribbean: The Video Game,,Traveller's Tales,Disney Interactive Studios
LifeSigns: Surgical Unit,,Spike,DreamCatcher Interactive
Line Rider 2: Unbound,,InXile Entertainment,"Genius Products, Inc."
Link 'n' Launch,,Intelligent Systems,Nintendo
Lionel Trains On Track,,Black Lantern Studios,DSI Games
Little League World Series Baseball 2008,,Now Production,Activision
Little Red Riding Hood's Zombie BBQ,,EnjoyUp Games,Destineer
Lock's Quest,,5TH Cell,THQ
Looney Tunes: Cartoon Conductor,,Amaze Entertainment,Eidos Interactive
Looney Tunes: Duck Amuck,,WayForward,Warner Bros. Interactive Entertainment
Lost in Blue 2,,Matrix Software,Konami
Lost in Blue 3,,Matrix Software,Konami
Lux-Pain,,Killaware,Ignition Entertainment
Madden NFL 06,,EA Tiburon,EA Sports
Madden NFL 07,,EA Tiburon,EA Sports
Madden NFL 08,,EA Tiburon,EA Sports
Madden NFL 2005,,EA Tiburon,EA Sports
Mage Knight: Destiny's Soldier,,Big Blue Bubble Inc.,Namco Bandai Games
Magnetica,,Mitchell,Nintendo
Major League Baseball 2K8: Fantasy All-Stars,,Deep Fried Entertainment,Take-Two Interactive
Marvel Nemesis: Rise of the Imperfects,,EA Canada,EA Games
Marvel Trading Card Game,,Vicious Cycle,Konami
Master Jin Jin's IQ Challenge,,Astroll,Valcon Games
Master of Illusion,,Eighting,Nintendo
Master of the Monster Lair,,Global A,Atlus
May's Mysteries: The Secret of Dragonville,,V5 Play Studio,Red Wagon Games
Mechanic Master,,Most Wanted Entertainment,Midway
Mega Brain Boost,,Interchannel-Holon,Majesco
Meteos: Disney Magic,,Q Entertainment,Buena Vista Games
Miami Law,,Hudson Entertainment,Hudson Entertainment
Miami Nights: Singles in the City,,Gameloft,Ubisoft
Michael Jackson The Experience,,Ubisoft Montpellier,Ubisoft
Micro Machines V4,,Supersonic Software,Codemasters
Midnight Mysteries: The Edgar Allan Poe Conspiracy,,MumboJumbo,MumboJumbo
Mighty Milky Way,,WayForward,WayForward
Mini Ninjas,,Io Interactive,Eidos Interactive
Miss Spider's Sunny Patch Friends: Harvest Time Hop and Fly,,Shin'en,The Game Factory
Mister Slime,,Lexis Numerique,SouthPeak Games
MLB Power Pros 2008,,Konami,2K Sports
Monopoly / Boggle / Yahtzee / Battleship,,Sensory Sweep,Atari SA
Monster Bomber,,Taito Corporation,Majesco
Monster House,,Artificial Mind and Movement,THQ
Monster Rancher DS,,Cing,UFO Interactive
Monster Tale,,DreamRift,Majesco
Monster Trucks DS,,Skyworks Technologies,Majesco
Moto Racer DS,,Artefacts Studio,SouthPeak Games
Mr. Driller: Drill till you Drop,,Namco Bandai Games,Namco Bandai Games
Mushroom Men: Rise of the Fungi,,Red Fly Studio,Gamecock Media Group
MX vs. ATV Untamed,,Rainbow Studios,THQ
My Boyfriend,,Eidos Interactive,THQ
My DoItAll,,Rocket Studio,Tomy Corporation
My Frogger: Toy Trials,,Konami,Konami
My Horse & Me,,W!Games,Atari SA
My Japanese Coach,,Sensory Sweep,Ubisoft
My Pet Shop,,Taito Corporation,Square Enix
My Weight Loss Coach,,Ubisoft Montreal,Ubisoft
My Word Coach,,Ubisoft,Ubisoft
"My World, My Way",,Global A,Atlus
MySims Agents,,Electronic Arts,Electronic Arts
MySims Party,,EA Games,EA Games
MySims Racing,,EA Games,EA Games
Mystery Case Files: MillionHeir,,Griptonite Games,Nintendo
N+,,Slick Entertainment,Microsoft Game Studios
Nacho Libre,,BudCat,Majesco
Nancy Drew: The Deadly Secret of Olde World Park,,Gorilla Systems,Majesco
Nancy Drew: The Mystery of the Clue Bender Society,,Gorilla Systems,Majesco
Napoleon Dynamite: The Game,,7 Studios,Crave
Naruto: Ninja Council 3,,Aspect,D3Publisher
Naruto Shippuden: Naruto vs. Sasuke,,Takara Tomy,Tomy Corporation
Naruto Shippuden: Ninja Council 4,,Aspect,Tomy Corporation
Naruto Shippuden: Shinobi Retsuden 3,,DreamFactory,Takara Tomy
Need for Speed: Carbon,,EA Canada,EA Games
Neopets Puzzle Adventure,,Infinite Interactive,Capcom
Neves,,Yuke's,Yuke's
New International Track & Field,,Sumo Digital,Konami
New Zealand Story Revolution,,Marvelous Entertainment,Ignition Entertainment
Nicktoons: Attack of the Toybots,,Blue Tongue Entertainment,THQ
Nicktoons: Battle for Volcano Island,,Blue Tongue Entertainment,THQ
Nicktoons Unite!,,THQ,THQ
Ninja Reflex,,Sanzaru Games,Electronic Arts
Nintendo DS,,Nintendo,Nintendo
Nintendo DSi Metronome,,Nintendo,Nintendo
Nintendogs: Best Friends,,Nintendo,Nintendo
Okamiden,,Capcom,Capcom
Ontamarama,,Noise Factory,Atlus
Open Season,,Ubisoft,Ubisoft
Operation: Vietnam,,Coyote Console,Majesco
Original Frisbee Disc Sports: Ultimate & Golf,,Skyworks Technologies,Destination Software
Over the Hedge,,Vicarious Visions,Activision
Over the Hedge: Hammy Goes Nuts!,,Amaze Entertainment,Activision
Pac 'n Roll,,Namco,Namco
Paper Airplane Chase,,Nintendo,Nintendo
PDC World Championship Darts 2009,,Rebellion,O-Games
Personal Trainer: Math,,Jupiter Corporation,Nintendo
Personal Trainer: Walking,,Creatures Inc.,Nintendo
Pet Alien: An Intergalactic Puzzlepalooza,,Shin'en,The Game Factory
Peter Jackson's King Kong: The Official Game of the Movie,,Ubisoft Montpellier,Ubisoft
Phineas and Ferb: Across the 2nd Dimension,,High Impact Games,Disney Interactive Studios
PictoChat,,Nintendo,Nintendo
PictoImage,,Skonec,Sega
Pinball Pulse: The Ancients Beckon,,Fuse Games Limited,Nintendo
Ping Pals,,WayForward,THQ
Pipe Mania,,Razorworks,Empire Interactive
Pirates: Duels on the High Seas,,Oxygen Interactive,Oxygen Interactive
Pogo Island,,EA Canada,EA Games
Pony Friends,,Tantalus,Eidos Interactive
Pop Cutie! Street Fashion Simulation,,Koei,Koei
Pop Island,,odenis studio,odenis studio
Populous DS,,Genki,XSEED Games
Prey the Stars,,Koei Canada,Koei
Primrose,,Sabarasa Entertainment,Sabarasa Entertainment
Prince of Persia: The Forgotten Sands,,Ubisoft Montreal,Ubisoft
Princess Debut,,Cave,Natsume
Prism: Light the Way,,Game Sauce,Eidos Interactive
Pro Evolution Soccer 2008,,Konami,Konami
Professor Heinz Wolff's Gravity,,Deep Silver,Deep Silver
Puchi Puchi Virus,,Keys Factory,NIS America
Purr Pals,,Brain Toys,Crave
Puyo Pop Fever,,Sonic Team,Atlus
Puzzle de Harvest Moon,,Platinum Egg,Natsume
Puzzle Expedition,,MumboJumbo,MumboJumbo
Puzzle Kingdoms,,Infinite Interactive,Zoo Games
Puzzler Collection,,Route 1 Games,Zoo Digital Publishing
QuickSpot (2006),,Namco,Namco Bandai Games
Race Driver: Create & Race,,Firebrand Games,Codemasters
Rafa Nadal Tennis,,Virtual Toys,Codemasters
Ragnarok DS,,TOSE,XSEED Games
Rainbow Islands Revolution,,Marvelous Entertainment,Codemasters
Rango (2011),,Behaviour Interactive,Paramount Digital Entertainment
Ratatouille,,Helixe,THQ
Rayman Raving Rabbids (2007),,Ubisoft Bulgaria,Ubisoft
Real Crimes: Jack the Ripper,,Virtual Playground,Virtual Playground
Real Soccer 2009,,Gameloft,Ubisoft
Real Time Conflict: Shogun Empires,,Box Clever Interactive,Namco
Red Bull BC One,,Smack Down Productions,Ignition Entertainment
Retro Atari Classics,,Taniko,Atari SA
Rhythm 'n Notes: Improve Your Music Skills,,Beyond Interactive,Agetec
Ridge Racer DS,,Nintendo Software Technology,Namco
Rio,,Eurocom,THQ
River King: Mystic Valley,,TOSE,Natsume
Roogoo Attack,,SpiderMonk,SouthPeak Games
Rooms: The Main Building,,HandMade Game,Hudson Entertainment
Rubik's World,,Two Tribes,The Game Factory
Runaway: The Dream of the Turtle,,Pendulo Studios,Focus Home Interactive
Safecracker: The Ultimate Puzzle Adventure,,Kheops Studio,The Adventure Company
Sands of Destruction,,Imageepoch,Sega
Save the Turtles,,Sabarasa Entertainment,Sabarasa Entertainment
SBK: Snowboard Kids,,Racjin,Atlus
Scooby-Doo! Unmasked,,Artificial Mind and Movement,THQ
Scooby Doo!  Who's Watching Who?,,Human Soft,THQ
Scurge: Hive,,"Orbital Media, Inc.",SouthPeak Games
Sea Monsters: A Prehistoric Adventure,,Atomic Planet Entertainment,DSI Games
Secret Files 2: Puritas Cordis,,Animation Arts,Deep Silver
Secret Files: Tunguska,,Fusionsphere Systems,The Adventure Company
Sega Casino,,TOSE,Sega
Sega Superstars Tennis,,Sumo Digital,Sega
Shaun the Sheep,,Art,D3Publisher
Shaun White Snowboarding,,Ubisoft Montreal,Ubisoft
Sherlock Holmes and the Mystery of Osborne House,,Frogwares,THQ
Showtime Championship Boxing,,Nikitova Games,DSI Games
DreamWorks Shrek Smash n' Crash Racing,,Torus Games,Activision
SimCity Creator,,Electronic Arts,EA Games
Six Flags Fun Park,,7 Studios,Ubisoft
SNK vs. Capcom Card Fighters DS,,SNK Playmore,SNK Playmore
Snood 2: On Vacation,,Gravity-I,Destination Software
Space Bust-A-Move,,Taito Corporation,Square Enix
Space Chimps,,Red Tribe,Brash Entertainment
Space Invaders Revolution,,Marvelous Entertainment,Mastiff
Spaceball: Revolution,,Virtual Toys,Virtual Toys
Spectral Force Genesis,,Idea Factory,Ignition Entertainment
Speed Racer,,Sidhe Interactive,Warner Bros. Interactive Entertainment
Spider-Man 2 (2004),,Vicarious Visions,Activision
Spider-Man: Edge of Time (DS),,Other Ocean Interactive,Activision
Spin Six,,Zener Works,Nintendo
Spirit Hunters Inc: Light,,Nnooo,Nnooo
Spirit Hunters Inc: Shadow,,Nnooo,Nnooo
Spitfire Heroes: Tales of the Royal Air Force,,Big John Games,Destineer
SpongeBob's Atlantis SquarePantis,,Altron,THQ
Sprung,,Ubisoft,Ubisoft
Star Trek: Tactical Assault,,Quicksilver Software,Bethesda Softworks
Star Wars: Lethal Alliance,,Ubisoft Montreal,Ubisoft
Star Wars The Clone Wars: Lightsaber Duels,,Krome Studios,LucasArts
Star Wars: The Force Unleashed,,LucasArts,LucasArts
Steal Princess,,Climax Entertainment,Atlus
SteamWorld Tower Defense,,Image & Form,Image & Form
Steel Horizon,,Climax Studios,Konami
Style Savvy,,syn Sophia,Nintendo
Sudoku Ball Detective,,Whitebear,Playlogic
Sudoku Gridmaster,,AI,Nintendo
Sudoku Mania,,FrontLine Studios,UFO Interactive
Super Black Bass Fishing,,Starfish SD,Majesco
Super Collapse! 3,,MacPlay,MumboJumbo
Super Dodgeball Brawlers,,Million,Aksys Games
Super Yum Yum: Puzzle Adventures,,AirPlay,Mastertronic
Supermarket Mania,,G5 Entertainment,G5 Entertainment
Surf's Up,,Ubisoft,Ubisoft
Surviving High School,,Electronic Arts,Electronic Arts
Syberia,,Microids,The Adventure Company
Tak: The Great Juju Challenge,,Avalanche Software,THQ
Tamagotchi Connection: Corner Shop,,NanaOn-Sha,Bandai
Tamagotchi Connection: Corner Shop 3,,NanaOn-Sha,Namco Bandai Games
Tank Beat,,MileStone Inc.,O3 Entertainment
Tao's Adventure: Curse of the Demon Seal,,Konami Software Shanghai,Konami
Tecmo Bowl: Kickoff,,Polygon Magic,Tecmo
Teenage Mutant Ninja Turtles: Arcade Attack,,Ubisoft,Ubisoft
Teenage Zombies: Invasion of the Alien Brain Thingys,,InLight Entertainment,Ignition Entertainment
Tenchu: Dark Secret,,Polygon Magic,Nintendo
Tetris Party Deluxe,,"Tetris Online, Inc",Majesco
Tetris Party Live,,Hudson Soft,"Tetris Online, Inc"
The Biggest Loser,,Blitz Games,THQ
The Chase: Felix Meets Felicity,,Razorback Developments,Atari SA
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",,Traveller's Tales,Buena Vista Games
The Dark Spire,,Success,Atlus
The Golden Compass,,Shiny Entertainment,Sega
The Hardy Boys: Treasure on the Tracks,,Her Interactive,Sega
The Incredible Hulk (2008),,Edge of Reality,Sega
The Legend of Kage 2,,Taito Corporation,Square Enix
The Lord of the Rings: Conquest,,Pandemic Studios,Electronic Arts
The Lost Town: The Dust,,,CIRCLE Entertainment
The Mummy: Tomb of the Dragon Emperor,,Eurocom,Sierra Entertainment
The Mysterious Case of Dr. Jekyll & Mr. Hyde,,Joindots,O-Games
The New York Times Crosswords,,BudCat,Majesco
The Rub Rabbits!,,Sonic Team,Sega
The Secret Saturdays: Beasts of the 5th Sun,,High Voltage Software,D3Publisher
The Settlers (2007),,Blue Byte,Ubisoft
The Sims 2: Apartment Pets,,Full Fat,Electronic Arts
The Spiderwick Chronicles,,Stormfront Studios,Sierra Entertainment
The Tale of Despereaux,,Brash Entertainment,Universal Pictures Digital Platforms Group
The Wild West,,Happy Happening,Majesco
Theresia,,WorkJam,Aksys Games
Thorium Wars,,Big John Games,Big John Games
Tiger Woods PGA Tour 08,,EA Salt Lake,EA Sports
Tiger Woods PGA Tour 2005,,EA Sports,EA Sports
Time Ace,,Trainwreck Studios,Konami
Tokyo Beat Down,,Tamsoft,Atlus
Tom Clancy's Splinter Cell: Chaos Theory,,Ubisoft Montreal,Ubisoft
Tomb Raider: Legend,,Crystal Dynamics,Eidos Interactive
Tomb Raider: Underworld,,Crystal Dynamics,Eidos Interactive
Toon-doku,,Dragon's Den Unlimited,Majesco
Top Gun (2006),,InterActive Vision Games,Mastiff
Top Spin 2,,Pam Development,2K Sports
Top Spin 3,,Pam Development,2K Sports
